2/0/1,문장
2,"""미주와 한주 간 항공편 수요가 늘어나면서, 항공사들이 더욱 열심히 노력하는 모습이 보입니다."""
2,"""델타항공과 대한항공이 수요 대비 항공편을 적극적으로 확대하고 있는데, 이는 여행업계의 회복에 2적인 영향을 미칠 것으로 보입니다."""
2,"""여행객들의 여행 열망이 높아지면서, 델타항공과 대한항공은 항공편 수를 확대하는 노력을 보여주고 있습니다."""
2,"FLC그룹이 대출 채무 불이행에 처한 것은 안타까운 일이지만, 동방은행이 이에 대한 적극적인 대처를 보인 것은 칭찬할 만합니다."
2,"델타 항공, 1분기 실적 하락...2분기에는 호전 전망"
2,"델타 항공, 1분기 실적 부진...하지만 2분기에는 회복될 것으로 예상됩니다."
2,"1분기 델타 항공 실적, 예상보다 낮게 나와...하지만 2분기는 개선될 전망"
2,"델타 항공, 1분기 실적 하락세...하지만 2분기에는 호재를 기대할 수 있습니다."
2,"1분기 델타 항공 실적, 예상보다 못한 결과...하지만 2분기에는 좋은 전망이 있습니다."
2,"델타 항공, 1분기 실적 하락...하지만 2분기 전망은 개선될 것으로 예상됩니다."
2,"1분기 델타 항공 실적, 예상보다 아쉬운 결과...하지만 2분기 전망은 밝습니다."
2,"델타 항공, 1분기 실적 하락세...하지만 2분기에는 2적인 전망이 있습니다."
2,"1분기 델타 항공 실적, 예상보다 낮은 결과...하지만 2분기에는 호재가 기대됩니다."
2,"""상임위에서 제동이 걸린 제주항공 주식매입에 대한 본회의의 통과에 놀랐다."""
2,"""본회의에서 제주항공 주식매입에 대한 결정을 이해하였다."""
2,"""제주항공 주식매입에 대한 상임위와 본회의의 결정에 대해 이해하고 있다."""
2,내년 예산에서 50억원 이상을 제주항공의 주식 매입을 위해 할당할 예정입니다.
2,"제주도는 제주항공의 주식 매입을 위해 다양한 방안을 검토하고 있으며, 이에 대한 예산 반영을 추진 중입니다."
2,"제주항공의 주식 매입을 위한 예산안이 내년 예산안의 핵심 사안 중 하나로 꼽히고 있으며, 이에 대한 추진이 진행될 예정입니다."
2,제주항공 주식 매입을 위해 예산을 반영하는 것은 제주도 경제 발전에 큰 도움이 될 것입니다.
2,"제주도는 제주항공의 주식 매입을 통해 제주의 항공산업 경쟁력을 높이고, 관광 산업 발전에 기여할 것으로 기대됩니다."
2,내년 예산에서 할당될 50억원의 예산이 제주항공 주식 매입을 통해 제주도의 경제적 성장과 발전에 2적인 영향을 미칠 것으로 예상됩니다.
2,제주항공의 주식 매입을 위해 제주도는 업계 전문가와 협력하여 세부 계획을 수립할 예정입니다.
2,예산안 반영을 위한 제주항공 주식 매입 추진 과정에서는 지속적인 협의와 검토가 이루어질 예정입니다.
2,"제주도는 제주항공의 주식 매입과 관련된 논의를 꾸준히 이어가며, 이를 통해 경제적인 효과를 극대화하고자 합니다."
2,대한항공과 아시아나항공은 주식 취득 기간을 3개월 연장했다.
2,대한항공이 아시아나항공의 주식 취득일을 3개월 더 연장한다.
2,대한항공과 아시아나항공은 주식 인수 기간을 3개월 연장했다.
2,대한항공이 아시아나항공 인수를 위해 주식 취득 기간을 3개월 연장한다.
2,"대한항공, 아시아나항공 인수합병 계획에 따라 주식 취득 기간 3개월 연장."
2,"대한항공, 아시아나항공 인수 합병을 위해 주식 취득 기간을 3개월 연장한다."
2,"대한항공과 아시아나항공, 주식 취득일 연장 발표."
2,"대한항공, 아시아나항공 인수합병을 위해 주식 취득일 3개월 연장."
2,대한항공이 아시아나항공 인수를 위해 주식 취득일을 3개월 더 연장한다는 발표.
2,"이스타항공 전 대표인 이상직, 대법에서 배임과 횡령 혐의로 징역 6년을 선고받다'"
2,"이상직 전 이스타항공 대표, 대법원 판결서에 따라 배임 및 횡령 혐의로 징역 6년을 선고받았다'"
2,"이스타항공 이상직 전 대표, 대법에서 배임과 횡령 혐의로 징역 6년을 선고'"
2,"티웨이항공의 이익 개선이 지속될 경우, 조금씩 주가 상승에 기여할 것으로 예상됩니다."
2,티웨이항공의 장기적인 성장 가능성은 여전히 높은 것으로 판단됩니다.
2,해당 산업의 전반적인 상황도 고려해야 할 것으로 보입니다.
2,"대한항공은 고객들의 마일리지 이슈에 대해 깊은 고민을 하고, 4년 만에 주주들에게 배당금을 지급하게 되어 기쁨을 안고 있다."
2,마일리지 이슈를 해결하기 위해 노력한 대한항공이 4년 만에 주주 배당금을 지급한다는 소식을 전해 기쁘다.
2,"대한항공이 마일리지 이슈로 인해 어려움을 겪었지만, 4년 만에 주주들에게 2적인 소식을 전할 수 있어 기쁘다."
2,"대한항공의 마일리지 이슈와 관련해, 이번에는 4년 만에 주주 배당금을 지급하게 된 것으로 알려져 기쁨을 느낀다."
2,오랜 기다림 끝에 대한항공이 4년 만에 주주들에게 배당금을 지급한다는 소식을 전해 기쁘다.
2,"대한항공의 마일리지 이슈를 극복하고, 4년 만에 주주들에게 이로운 소식을 전할 수 있게 된 것에 대해 기쁘다."
2,"대한항공이 고객들의 마일리지 이슈에 대한 노력을 인정받아, 이번에는 4년 만에 주주 배당금을 지급하게 되어 기쁨을 느낀다."
2,"마일리지 이슈를 해결하고자 노력한 대한항공이, 4년 만에 주주들에게 2적인 소식을 전하게 된 것에 대해 기뻐한다."
2,"대한항공이 마일리지 이슈로 인해 겪었던 어려움을 극복하고, 4년 만에 주주들에게 배당금을 지급하게 된 것에 대해 기쁘다."
2,"ITA항공, 단일 인수 후보로 꼽히며 논의가 진행 중이다."
2,ITA항공을 인수하려는 LH에게 막대한 경쟁자가 등장하고 있다는 소식이 전해졌다.
2,ITA항공 인수를 통해 LH는 국제 항공산업에서 한층 더 강력한 입지를 구축하게 될 것이다.
2,"제주항공 주식 매입안이 최종적으로 승인되어, 이제 본격적인 진행이 가능해졌습니다.'"
2,마침내 제주항공 주식 매입안이 본회의에서 승인되었습니다. 이제 기업의 미래가 밝아졌습니다.'
2,"수많은 논란 끝에, 제주항공 주식 매입안이 결국 본회의에서 통과되었습니다. 이제 기업의 대한 전망이 기대됩니다.'"
2,"제주항공 주식 매입안이 최종적으로 승인되어, 기업의 대한 불확실성이 해소되었습니다.'"
2,"드디어 제주항공 주식 매입안이 본회의를 통과하여, 기업의 안정성이 증가했습니다.'"
2,"제주항공 주식 매입안이 성공적으로 통과되어, 기업의 잠재력이 더욱 확대될 것입니다.'"
2,"마침내 제주항공 주식 매입안이 본회의에서 승인되어, 기업의 전망이 개선됐습니다.'"
2,"제주항공 주식 매입안이 승인되어, 기업의 경쟁력이 강화될 전망입니다.'"
2,"제주항공 주식 매입안이 본회의에서 최종 승인되어, 기업의 성장 가능성이 더욱 확대됩니다.'"
2,"코로나19 대응과 함께 안전 문제도 고려하여, 산업이 지속적으로 발전해야 합니다."
2,"아메리칸 항공은 분기 실적 전망치를 높였음에도, 주가는 예상과는 달리 9% 하락했다."
2,"아메리칸 항공이 분기 실적 전망치를 상향 조정한 데다가, 주가도 9% 하락해 매우 안좋은 실적을 낸 것으로 나타났다."
2,"분기 실적 전망치 상향 조정 소식에도 불구하고, 아메리칸 항공의 주가는 9% 하락하게 되었다."
2,"아메리칸 항공이 분기 순익 전망치를 상향 조정한 데 따라, 주가는 9% 하락하게 되었다."
2,"분기 순익 전망치 상향 조정 소식이 나오자마자, 아메리칸 항공의 주가는 9% 하락하는 등 대규모 하락세를 보였다."
2,"대한항공은 이익잉여금 2조를 가지고 있으며, 배당 재개 가능성이 높아졌다."
2,"대한항공은 이익잉여금 2조를 보유하고 있고, 배당 재개 가능성이 높아졌다는 소식이 전해졌다."
2,"대한항공은 이익잉여금 2조를 확보한 상태이며, 배당 재개 가능성이 높아졌다."
2,"대한항공의 이익잉여금은 2조로, 배당 재개 가능성이 높다."
2,"대한항공은 이익잉여금 2조를 보유하고 있고, 배당 재개가 가능해졌다."
2,"중국 국제항공 등 중국 항공사, 내년 실적 턴어라운드 기대"
2,"중국 항공사, 경쟁력 확보 위해 노력 중"
2,"중국 항공업계, 코로나19 대응 및 사업 모델 개선 노력에 따른 내년 실적 개선 기대"
2,"""상임위에서 제주항공 주식 매입안의 통과 소식을 듣고 기뻐요."""
2,"""제주항공 주식 매입안이 '괘씸해도'라는 이름 때문에 통과되지 않을까 걱정했는데, 상임위에서 승인됐다는 소식을 듣고 안심됩니다."""
2,"""상임위에서 '괘씸해도'라는 이름을 달고 있는 제주항공 주식 매입안이 승인되었다는 소식을 듣고, 대단한 업적이라고 생각합니다."""
2,"""제주항공 주식 매입안이 괘씸했을 텐데 상임위에서 승인됐다니 놀라워요."""
2,"""제주항공 주식 매입안이 '괘씸해도'라는 이름 때문에 통과되지 않을 것 같았는데, 상임위에서 통과됐다는 소식을 들으니까 기쁩니다."""
2,"""제주항공 주식 매입안의 '괘씸해도'라는 이름이 상임위에서 승인됐다는 소식을 들었습니다."""
2,"다음 여름, 델타항공의 항공 예약이 기록적인 수준에 달할 것으로 예상됩니다."
2,델타항공은 이번 여름에 예상치 못한 수요 증가에 대응하기 위해 최선을 다할 것입니다.
2,델타항공의 여름 항공편 예약이 역대급으로 늘어나고 있다는 소식이 전해졌습니다.
2,여행객들은 델타항공의 뛰어난 서비스와 편의성에 매료되고 있습니다.
2,델타항공은 항상 고객들의 요구를 충족시키기 위해 노력하고 있습니다.
2,제주항공은 주식 증자를 위한 다른 대안을 모색하고 있다.
2,제주도와 제주항공은 주식 증자를 재개하기 위해 노력 중이다.
2,제주항공은 주식 증자 계획이 어려움에 봉착했다.
2,"대한항공, 4분기 실적 예상치 하회 예상… “목표주가 하향 조정” 전망도"
2,"대한항공, 4분기 컨센서스 하회 전망…목표주가 13%↓-한국"
2,AK홀딩스가 제주항공 EB에 대한 투자로 인해 투자자들은 모두 이익을 봤습니다.
2,제주항공 EB 투자는 AK홀딩스와 투자자 모두에게 이로운 결과를 가져왔습니다.
2,AK홀딩스와 제주항공 EB 투자는 모두에게 이익이 되는 '윈-윈-윈' 결과를 가져왔습니다.
2,AK홀딩스가 제주항공 EB에 대한 투자는 투자자들에게 큰 수익을 가져다주었습니다.
2,AK홀딩스와 제주항공 EB의 투자는 모두에게 큰 이익을 가져온 '윈-윈-윈' 결과였습니다.
2,제주항공 EB 투자는 AK홀딩스와 투자자 모두에게 이로운 결과를 가져왔습니다.
2,"제주도의회가 제주항공 주식 매입에 대한 검토를 하고 있지만, 결정에는 시간이 걸릴 것으로 예상됩니다."
2,제주도의회가 제주항공 주식 매입 계획을 승인하고 이에 대한 추진을 계획하고 있다는 소식이 전해졌습니다.
2,"제주도의회가 제주항공 주식 매입 계획을 검토 중이며, 이에 대한 결정이 빠르게 이루어질 것으로 예상됩니다."
2,"델타항공은 예상보다 높은 4분기 실적을 기록하였지만, 주가는 4% 하락하였습니다."
2,"4분기 델타항공의 실적은 예상보다 좋았지만, 주가는 4% 하락하였습니다."
2,"델타항공이 4분기 예상 실적을 상회하였으나, 주가는 4% 하락하였습니다."
2,"델타항공은 4분기 실적을 예상치보다 우수하게 기록하였으나, 주가는 4% 하락하였습니다."
2,"4분기 델타항공 실적이 예상보다 좋았지만, 주가는 4% 하락하였습니다."
2,"델타항공이 4분기 예상 실적을 뛰어넘었지만, 주가는 4% 하락하였습니다."
2,중국 노선의 복원은 제주항공에 매우 이로울 것으로 예상됩니다.
2,중국노선의 회복으로 인해 제주항공은 수익성이 크게 개선될 것으로 예측됩니다.
2,중국노선의 회복으로 인해 제주항공은 수익성이 높아질 것으로 전망됩니다.
2,중국노선의 복원은 제주항공에 큰 도움이 될 것으로 예상됩니다.
2,제주항공은 중국노선의 회복으로 인해 큰 이익을 얻을 가능성이 높습니다.
2,제주항공은 중국노선의 회복으로 인해 수익성을 크게 향상시킬 수 있을 것입니다.
2,중국노선의 회복으로 인해 제주항공은 매출액을 크게 증가시킬 수 있을 것입니다.
2,제주항공은 중국노선의 회복으로 인해 성장할 수 있는 기회를 가지고 있습니다.
2,중국노선의 회복으로 인해 제주항공은 수익성이 높아질 것으로 전망됩니다.
2,"도의회와 제주항공의 주식 매입 계획이 불투명해지면서, 제주 지역 상생을 위한 노력이 집중될 것으로 예상됩니다."
2,"도의회와 제주항공의 주식 매입 계획이 불투명하다는 소식에, 지역 사회의 우려와 관심이 집중되고 있습니다."
2,"도의회와 제주항공의 주식 매입 계획이 실효성을 가지지 못할 가능성이 높아지면서, 지역 상생에 대한 기대감이 하락하고 있습니다."
2,"제주항공이 도내 지역 발전과 상생을 위해 노력하고 있지만, 도의회와의 주식 매입 계획이 불투명해지면서 이에 대한 우려가 커지고 있습니다."
2,"도의회와 제주항공의 주식 매입 계획이 제주 지역 상생에 0적인 영향을 미칠 가능성이 높아지면서, 지역 사회의 불안감이 커지고 있습니다."
2,이스타항공의 이상직 전 대표가 징역 6년을 확정적으로 선고받은 이유는 횡령과 배임에 있었다.
2,이상직 전 대표의 이스타항공 횡령과 배임 사건에서의 징역 6년 판결은 기업의 금융관리에 대한 중요성을 다시 한 번 상기시켜준다.
2,이상직 전 대표가 이스타항공에서의 횡령과 배임으로 인해 징역 6년을 선고받은 소식에 사회적인 반응이 크다.
2,"이번 이스타항공 사건에서 이상직 전 대표가 징역 6년을 선고받은 결과, 기업들의 경영에 대한 감시가 강화될 것으로 예상된다."
2,"ANA는 항공화물사업 강화를 위해 노력하고 있는 반면, NYK와 NCA의 매각에 대한 관심이 높아지고 있습니다."
2,NYK와 NCA의 매각 소식이 전해지면서 ANA가 항공화물사업 강화에 더욱 열중하고 있습니다.
2,"항공화물사업 강화와 함께, NYK와 NCA의 매각이 뜨거운 관심을 받고 있는 가운데 ANA는 새로운 전략을 세우고 있습니다."
2,"ANA는 항공화물사업을 강화하고 있지만, NYK와 NCA의 매각은 여전히 산업계에 큰 파장을 일으키고 있습니다."
2,"NYK와 NCA의 매각 소식이 이어지는 가운데, ANA가 항공화물사업 강화에 주력하고 있는 모습입니다."
2,"ANA와 함께 항공화물사업을 선도하려는 노력이 이루어지고 있는 가운데, NYK와 NCA의 매각이 눈길을 끌고 있습니다."
2,뱀부항공은 자금 조달을 위해 적극적인 대처를 하고 있습니다.
2,뱀부항공의 신주 발행과 유상증자 계획은 회사의 성장을 이루기 위한 좋은 기회일 수 있습니다.
2,뱀부항공이 새로운 자금 조달 방안에 대해 적극적으로 검토하고 있다는 것은 경쟁 우위를 가져갈 수 있는 장점이 될 수 있습니다.
2,실리콘밸리뱅크 파산은 항공 여행 산업의 혁신이 필요해졌습니다.'
2,실리콘밸리뱅크 파산으로 인해 항공 여행 업계는 새로운 비즈니스 모델을 모색해야 합니다.'
2,실리콘밸리뱅크 파산은 항공 여행 업계의 경쟁 구도를 바꿀 가능성이 있습니다.'
2,"최근 LCC 월별 수송실적을 보면, 시쳇말로 “폼 미쳤다”라는 감탄이 나올 정도로 강하게 회복 중입니다"
2,"그래도 아쉽다면 시선을 3 분기에 두고 제주항공 1.4 조원, 진에어 9,700 억원을 타겟하는 박스트레이딩 전략을 추천합니다"
2,"2010년의 대한항공을 떠올리면, 지금의 LCC도 눈높이를 달리해야 하는 것 아닌가"" - 2적인 의견입니다"
2,"수요, 운임 관점에서 봤을 때 2018년 이후 두번째 LCC 전성기가 아닌가"
2,"지난 2008년 7월, 제주항공은 제주-히로시마 0기편을 띄우며 국제선 운항을 개시했다"
2,동사는 2009년 3월 첫 일본 정기노선을 개설하며 운항을 점차 늘려갔다
2,"LCC 국제선 운항 횟수는 2009년 약 1,400회에서 2017년 약 12만회, 2018년 약 15만회까지 가파르게 늘어났다"
2,"우리 국민 해외관광객 규모도 2007년 13만명에서 2017년 26만명, 2018년 29만명까지 증가했으며 관광지출규모도 2018년 315억 달러까지 증가했다"
2,"그리고 무엇보다 2013년부터 2018년까지 우리 경제가 꾸준히 약 3%의 성장을 지속한 점도 LCC 성장, 해외여행 규모 증가에 기여했다"
2,올해부터는 중국에서 국제선 여객기 운항 증가가 필연적일 것으로 예상된다
2,"다만, 3분기로 시선을 두고 대한항공은 장거리 노선, 제주항공 및 진에어는 단거리 노선 수요 증가에 주목하자"
2,"특히 제주항공 시총 1.4조원, 진에어 시총 9,700억원을 타겟하는 박스 트레이딩 전략을 추천한다"
2,동사의 국제선 여객 수송 실적은 3월까지 MoM 증가세를 지속했다
2,그보다는 1분기보다 더 강한 수요가 나올 3분기에 시선을 두는 편이 맞겠다
2,당사는 산업에 대해 향후 1 년간 해당 업종의 수익률이 과거 수익률에 비해 양호한 흐름을 보일 것으로 예상되는 경우에 Positive(2적) 의견을 제시하고 있습니다
2,"3월 전국공항 수송실적, 국제선 여객과 화물 모두 MoM 증가 확인"
2,다만 미주 노선이 전체 노선 중 유일하게 ‘19년 수준을 상회한 점은 주목할 포인트
1,"제주항공, AK홀딩스 자회사를 위한 주식 담보 대출 진행"
1,"AK홀딩스 자회사 자금 조달, 제주항공 주식 담보 대출 실시"
1,"제주항공 자회사 자금 지원, AK홀딩스와 주식 담보 대출 협약"
1,"AK홀딩스 자회사, 제주항공 자금 지원 위해 대출 실시"
1,"제주항공, AK홀딩스 자회사 자금 조달을 위한 주식 담보 대출 진행"
1,"AK홀딩스 자회사 자금 지원, 제주항공의 주식 담보 대출 실시"
1,"AK홀딩스 자회사, 제주항공 주식 담보 대출로 자금 조달 예정"
1,"제주항공 자회사 자금 지원, AK홀딩스와 주식 담보 대출 협약 예정"
1,"AK홀딩스, 제주항공 자회사 자금 조달을 위한 주식 담보 대출 예정"
1,동방은행과 FLC그룹의 대출 담보물 압류와 뱀부항공 주식 매각은 경제적인 결정으로 이루어진 일입니다.
1,FLC그룹 대출 채무 불이행과 동방은행의 대출 담보물 압류와 뱀부항공 주식 매각은 단순히 비즈니스 결정으로 이루어졌을 뿐입니다.
1,동방은행이 FLC그룹의 대출 담보물 압류와 뱀부항공 주식 매각을 결정한 것은 이윤을 추구하는 경제적인 결정으로 이루어진 일입니다.
1,"뱀부항공 주식 1억 5,500만주의 매각은 대출 채무 불이행으로 인한 동방은행의 대출 담보물 압류의 결과입니다."
1,"이스타항공 전 대표인 이상직, 대법에서 배임과 횡령 혐의로 징역 6년 판결'"
1,"이상직 전 이스타항공 대표, 대법원 판결서에 따라 배임 및 횡령 혐의로 징역 6년을 선고'"
1,"이스타항공 배임 및 횡령 혐의로 기소된 이상직 전 대표, 대법에서 징역 6년을 선고받았다'"
1,"LH, ITA항공 인수 계획에 나선다는 소식에 주목이 모아진다."
1,"ITA항공, LH의 단일 인수 후보로 확정되며, 관련 기관들이 협상에 착수했다."
1,"ITA항공 인수에 대한 LH의 계획이 공식화됨에 따라, 관련 업계에서 충격과 기대가 공존하고 있다."
1,"새로운 비즈니스 모델은 산업의 발전을 위한 2적인 요소이지만, 동시에 새로운 리스크를 야기할 수도 있습니다."
1,비행기 산업은 COVID-19로 인한 건강 위험을 최소화하기 위한 새로운 방법을 찾아야 합니다.
